FIELDNAME,LAT,LON,PERIODDATE,Oil Production Volumes,Dry Gas Production Volumes,Associated Gas Production Volumes,Water Production Volumes
ALBA,58.05803,1.079633,1995-04-15T00:00:00.000Z,334818.0,0.0,17.81053167,71139.0
ALBA,58.05803,1.079633,1995-05-15T00:00:00.000Z,216846.0,0.0,11.29396484,42088.0
ALBA,58.05803,1.079633,1995-06-15T00:00:00.000Z,327121.0,0.0,20.61218833,45710.0
ALBA,58.05803,1.079633,1995-07-15T00:00:00.000Z,319969.0,0.0,16.85322935,71764.0
ALBA,58.05803,1.079633,1995-08-15T00:00:00.000Z,301065.0,0.0,16.14465097,77684.0
ALBA,58.05803,1.079633,1995-09-15T00:00:00.000Z,316081.0,0.0,17.07362533,44867.0
ALBA,58.05803,1.079633,1995-10-15T00:00:00.000Z,343801.0,0.0,17.816987100000002,57653.0
ALBA,58.05803,1.079633,1995-11-15T00:00:00.000Z,366631.0,0.0,19.62689983,69821.0
ALBA,58.05803,1.079633,1995-12-15T00:00:00.000Z,432752.0,0.0,21.48632952,97865.0
ALBA,58.05803,1.079633,1994-01-15T00:00:00.000Z,21848.0,0.0,1.11868806,0.0
ALBA,58.05803,1.079633,1994-02-15T00:00:00.000Z,102465.0,0.0,6.1019275,475.0
ALBA,58.05803,1.079633,2007-09-15T00:00:00.000Z,132345.0,0.0,8.53445833,782809.0
ALBA,58.05803,1.079633,2007-10-15T00:00:00.000Z,185612.0,0.0,11.76445177,1194736.0
ALBA,58.05803,1.079633,2007-11-15T00:00:00.000Z,185611.0,0.0,12.155422999999999,1194736.0
ALBA,58.05803,1.079633,2007-12-15T00:00:00.000Z,164587.0,0.0,10.52728758,1089723.0
ALBA,58.05803,1.079633,2008-01-15T00:00:00.000Z,196685.0,0.0,12.34430129,1344672.0
ALBA,58.05803,1.079633,2008-02-15T00:00:00.000Z,184371.0,0.0,12.769416900000001,1259908.0
ALBA,58.05803,1.079633,1998-10-15T00:00:00.000Z,300428.0,0.0,17.26333903,527478.0
ALBA,58.05803,1.079633,2013-09-15T00:00:00.000Z,31358.0,0.0,2.3908255,331307.0
ALBA,58.05803,1.079633,2013-10-15T00:00:00.000Z,84384.0,0.0,7.08464468,865032.0
ALBA,58.05803,1.079633,2013-11-15T00:00:00.000Z,96347.0,0.0,7.1654135,1021782.0
ALBA,58.05803,1.079633,2013-12-15T00:00:00.000Z,84997.0,0.0,7.14616113,1064200.0
ALBA,58.05803,1.079633,2014-01-15T00:00:00.000Z,84962.0,0.0,7.68272129,956983.0
ALBA,58.05803,1.079633,2014-02-15T00:00:00.000Z,69693.0,0.0,6.8738125,959664.0
ALBA,58.05803,1.079633,2014-03-15T00:00:00.000Z,84452.0,0.0,7.97777242,1195141.0
ALBA,58.05803,1.079633,2014-04-15T00:00:00.000Z,82052.0,0.0,7.32550817,1130648.0
ALBA,58.05803,1.079633,2014-05-15T00:00:00.000Z,78179.0,0.0,5.65267839,935764.0
ALBA,58.05803,1.079633,2014-06-15T00:00:00.000Z,77964.0,0.0,6.02591617,1048642.0
ALBA,58.05803,1.079633,2014-07-15T00:00:00.000Z,83509.0,0.0,6.02861226,1039505.0
ALBA,58.05803,1.079633,2008-03-15T00:00:00.000Z,197115.0,0.0,12.88086145,1405372.0
ALBA,58.05803,1.079633,2008-04-15T00:00:00.000Z,193192.0,0.0,12.882912,1326457.0
ALBA,58.05803,1.079633,2008-05-15T00:00:00.000Z,190855.0,0.0,12.2019021,1287123.0
ALBA,58.05803,1.079633,2008-06-15T00:00:00.000Z,152213.0,0.0,10.297854,1015988.0
ALBA,58.05803,1.079633,2008-07-15T00:00:00.000Z,185633.0,0.0,12.0606421,1194682.0
ALBA,58.05803,1.079633,2008-08-15T00:00:00.000Z,201807.0,0.0,12.93212516,1324033.0
ALBA,58.05803,1.079633,2008-09-15T00:00:00.000Z,186334.0,0.0,12.50033283,1200911.0
ALBA,58.05803,1.079633,2008-10-15T00:00:00.000Z,56752.0,0.0,3.66820323,354187.0
ALBA,58.05803,1.079633,2008-11-15T00:00:00.000Z,120564.0,0.0,8.21662333,672328.0
ALBA,58.05803,1.079633,2008-12-15T00:00:00.000Z,136418.0,0.0,9.29695855,821848.0
ALBA,58.05803,1.079633,2009-01-15T00:00:00.000Z,151653.0,0.0,10.0818629,993684.0
ALBA,58.05803,1.079633,2009-02-15T00:00:00.000Z,132720.0,0.0,9.403880000000001,882098.0
ALBA,58.05803,1.079633,2009-03-15T00:00:00.000Z,156331.0,0.0,10.25615952,1137866.0
ALBA,58.05803,1.079633,2009-04-15T00:00:00.000Z,159703.0,0.0,10.95235867,1212056.0
ALBA,58.05803,1.079633,2009-05-15T00:00:00.000Z,175274.0,0.0,11.31447032,1247936.0
ALBA,58.05803,1.079633,2009-06-15T00:00:00.000Z,164132.0,0.0,10.96295317,1256351.0
ALBA,58.05803,1.079633,2009-07-15T00:00:00.000Z,194522.0,0.0,12.77263806,1381576.0
ALBA,58.05803,1.079633,2009-08-15T00:00:00.000Z,161216.0,0.0,10.56146339,1143177.0
ALBA,58.05803,1.079633,2009-09-15T00:00:00.000Z,97358.0,0.0,6.86405883,729191.0
ALBA,58.05803,1.079633,2009-10-15T00:00:00.000Z,153209.0,0.0,10.08641968,1162216.0
ALBA,58.05803,1.079633,2009-11-15T00:00:00.000Z,168683.0,0.0,12.05065517,1378344.0
ALBA,58.05803,1.079633,2009-12-15T00:00:00.000Z,164725.0,0.0,11.18801984,1449192.0
ALBA,58.05803,1.079633,2010-01-15T00:00:00.000Z,157751.0,0.0,10.80183323,1444179.0
ALBA,58.05803,1.079633,2010-02-15T00:00:00.000Z,116140.0,0.0,8.64586875,1017416.0
ALBA,58.05803,1.079633,2010-03-15T00:00:00.000Z,142044.0,0.0,9.88022565,1320977.0
ALBA,58.05803,1.079633,2010-04-15T00:00:00.000Z,143316.0,0.0,10.20721217,1339108.0
ALBA,58.05803,1.079633,2010-05-15T00:00:00.000Z,141909.0,0.0,10.05907903,1368209.0
ALBA,58.05803,1.079633,2010-06-15T00:00:00.000Z,134940.0,0.0,9.704562,1279406.0
ALBA,58.05803,1.079633,2010-07-15T00:00:00.000Z,139510.0,0.0,9.8004821,1315402.0
ALBA,58.05803,1.079633,2010-08-15T00:00:00.000Z,142216.0,0.0,9.47011597,1244326.0
ALBA,58.05803,1.079633,2010-09-15T00:00:00.000Z,80010.0,0.0,5.78224267,731103.0
ALBA,58.05803,1.079633,2010-10-15T00:00:00.000Z,149626.0,0.0,10.12287387,1234666.0
ALBA,58.05803,1.079633,2010-11-15T00:00:00.000Z,153340.0,0.0,10.44853133,1257357.0
ALBA,58.05803,1.079633,2010-12-15T00:00:00.000Z,152633.0,0.0,10.31425839,1452411.0
ALBA,58.05803,1.079633,2011-01-15T00:00:00.000Z,149207.0,0.0,10.24021081,1407295.0
ALBA,58.05803,1.079633,2011-02-15T00:00:00.000Z,116413.0,0.0,9.0784775,1128740.0
ALBA,58.05803,1.079633,2011-03-15T00:00:00.000Z,140467.0,0.0,8.95747887,1333209.0
ALBA,58.05803,1.079633,2011-04-15T00:00:00.000Z,143284.0,0.0,9.68219583,1349590.0
ALBA,58.05803,1.079633,2011-05-15T00:00:00.000Z,128598.0,0.0,8.76723355,1271091.0
ALBA,58.05803,1.079633,2011-06-15T00:00:00.000Z,135804.0,0.0,9.4043845,1249246.0
ALBA,58.05803,1.079633,2011-07-15T00:00:00.000Z,134397.0,0.0,8.99507226,1240189.0
ALBA,58.05803,1.079633,2011-08-15T00:00:00.000Z,151498.0,0.0,9.92009742,1265957.0
ALBA,58.05803,1.079633,2011-09-15T00:00:00.000Z,137667.0,0.0,9.64923517,1222353.0
ALBA,58.05803,1.079633,2011-10-15T00:00:00.000Z,62467.0,0.0,4.26741903,589241.0
ALBA,58.05803,1.079633,2011-11-15T00:00:00.000Z,72056.0,0.0,4.72632417,513115.0
ALBA,58.05803,1.079633,2011-12-15T00:00:00.000Z,93427.0,0.0,6.1972129,699389.0
ALBA,58.05803,1.079633,2012-01-15T00:00:00.000Z,94907.0,0.0,6.32480258,785521.0
ALBA,58.05803,1.079633,2012-02-15T00:00:00.000Z,124020.0,0.0,8.94565483,1042819.0
ALBA,58.05803,1.079633,2012-03-15T00:00:00.000Z,118393.0,0.0,8.60205048,1135567.0
ALBA,58.05803,1.079633,2012-04-15T00:00:00.000Z,111660.0,0.0,8.23310367,1012838.0
ALBA,58.05803,1.079633,2012-05-15T00:00:00.000Z,110672.0,0.0,7.98232919,1060143.0
ALBA,58.05803,1.079633,2012-06-15T00:00:00.000Z,122887.0,0.0,9.0300455,1309678.0
ALBA,58.05803,1.079633,2012-07-15T00:00:00.000Z,117770.0,0.0,8.18738403,1228107.0
ALBA,58.05803,1.079633,2012-08-15T00:00:00.000Z,116216.0,0.0,7.71347952,1056788.0
ALBA,58.05803,1.079633,2012-09-15T00:00:00.000Z,107427.0,0.0,7.846992999999999,1044354.0
ALBA,58.05803,1.079633,2012-10-15T00:00:00.000Z,97798.0,0.0,6.89895613,968784.0
ALBA,58.05803,1.079633,2012-11-15T00:00:00.000Z,98095.0,0.0,7.75635117,1002104.0
ALBA,58.05803,1.079633,2012-12-15T00:00:00.000Z,96163.0,0.0,8.75584161,1040698.0
ALBA,58.05803,1.079633,2013-01-15T00:00:00.000Z,89933.0,0.0,8.32066968,1066930.0
ALBA,58.05803,1.079633,2013-02-15T00:00:00.000Z,90587.0,0.0,8.473077499999999,1105091.0
ALBA,58.05803,1.079633,2013-03-15T00:00:00.000Z,77779.0,0.0,7.06527839,983669.0
ALBA,58.05803,1.079633,2013-04-15T00:00:00.000Z,95237.0,0.0,10.08007817,1280135.0
ALBA,58.05803,1.079633,2013-05-15T00:00:00.000Z,96951.0,0.0,0.0,1349925.0
ALBA,58.05803,1.079633,2013-06-15T00:00:00.000Z,99543.0,0.0,8.35082033,1264397.0
ALBA,58.05803,1.079633,2013-07-15T00:00:00.000Z,80192.0,0.0,6.87047629,1169995.0
ALBA,58.05803,1.079633,2013-08-15T00:00:00.000Z,43112.0,0.0,3.09291048,450475.0
ALBA,58.05803,1.079633,2001-07-15T00:00:00.000Z,413969.0,0.0,22.74627758,826776.0
ALBA,58.05803,1.079633,2001-08-15T00:00:00.000Z,400510.0,0.0,21.98643548,865181.0
ALBA,58.05803,1.079633,2001-09-15T00:00:00.000Z,375232.0,0.0,21.13014167,913588.0
ALBA,58.05803,1.079633,2001-10-15T00:00:00.000Z,392305.0,0.0,22.00352339,848097.0
ALBA,58.05803,1.079633,2001-11-15T00:00:00.000Z,413154.0,0.0,23.21019517,807852.0
ALBA,58.05803,1.079633,2001-12-15T00:00:00.000Z,421138.0,0.0,23.26233226,917773.0
ALBA,58.05803,1.079633,2002-01-15T00:00:00.000Z,351053.0,0.0,20.75952403,858175.0
ALBA,58.05803,1.079633,2002-02-15T00:00:00.000Z,312229.0,0.0,20.34017875,934711.0
ALBA,58.05803,1.079633,2002-03-15T00:00:00.000Z,316552.0,0.0,18.07558403,951870.0
ALBA,58.05803,1.079633,2002-04-15T00:00:00.000Z,262642.0,0.0,16.13424633,780925.0
ALBA,58.05803,1.079633,2002-05-15T00:00:00.000Z,283851.0,0.0,17.31802032,876665.0
ALBA,58.05803,1.079633,2003-05-15T00:00:00.000Z,464180.0,0.0,25.98044806,789667.0
ALBA,58.05803,1.079633,2003-06-15T00:00:00.000Z,401924.0,0.0,23.4244395,799688.0
ALBA,58.05803,1.079633,2003-07-15T00:00:00.000Z,293482.0,0.0,15.56480145,543272.0
ALBA,58.05803,1.079633,2003-08-15T00:00:00.000Z,403649.0,0.0,22.66881242,919949.0
ALBA,58.05803,1.079633,2003-09-15T00:00:00.000Z,388920.0,0.0,23.31731733,1001218.0
ALBA,58.05803,1.079633,2003-10-15T00:00:00.000Z,379491.0,0.0,21.454432100000002,967938.0
ALBA,58.05803,1.079633,2003-11-15T00:00:00.000Z,378564.0,0.0,22.50154083,893517.0
ALBA,58.05803,1.079633,2003-12-15T00:00:00.000Z,414387.0,0.0,23.66332839,955242.0
ALBA,58.05803,1.079633,2004-01-15T00:00:00.000Z,369886.0,0.0,22.03086403,964938.0
ALBA,58.05803,1.079633,2004-02-15T00:00:00.000Z,355178.0,0.0,22.66127017,1034243.0
ALBA,58.05803,1.079633,2004-03-15T00:00:00.000Z,357059.0,0.0,20.16714339,993339.0
ALBA,58.05803,1.079633,2002-06-15T00:00:00.000Z,288875.0,0.0,17.59157867,900980.0
ALBA,58.05803,1.079633,2002-07-15T00:00:00.000Z,72525.0,0.0,4.61487306,151326.0
ALBA,58.05803,1.079633,2002-08-15T00:00:00.000Z,313713.0,0.0,18.17583306,908292.0
ALBA,58.05803,1.079633,2002-09-15T00:00:00.000Z,263604.0,0.0,15.792867999999999,836096.0
ALBA,58.05803,1.079633,2002-10-15T00:00:00.000Z,255923.0,0.0,14.52585694,587812.0
ALBA,58.05803,1.079633,2002-11-15T00:00:00.000Z,399675.0,0.0,23.60572317,763129.0
ALBA,58.05803,1.079633,2002-12-15T00:00:00.000Z,429699.0,0.0,24.97681855,734101.0
ALBA,58.05803,1.079633,2003-01-15T00:00:00.000Z,432490.0,0.0,23.748767899999997,850784.0
ALBA,58.05803,1.079633,2003-02-15T00:00:00.000Z,376042.0,0.0,23.17546875,778756.0
ALBA,58.05803,1.079633,2003-03-15T00:00:00.000Z,448243.0,0.0,24.16115597,860497.0
ALBA,58.05803,1.079633,2003-04-15T00:00:00.000Z,425737.0,0.0,24.42503117,812272.0
ALBA,58.05803,1.079633,2014-08-15T00:00:00.000Z,83235.0,0.0,6.04114339,1083162.0
ALBA,58.05803,1.079633,2014-09-15T00:00:00.000Z,79738.0,0.0,6.05534533,1057633.0
ALBA,58.05803,1.079633,2014-10-15T00:00:00.000Z,65567.0,0.0,5.02726113,962033.0
ALBA,58.05803,1.079633,2014-11-15T00:00:00.000Z,71765.0,0.0,5.50443133,1021972.0
ALBA,58.05803,1.079633,2014-12-15T00:00:00.000Z,73914.0,0.0,5.63786887,1105642.0
ALBA,58.05803,1.079633,2015-01-15T00:00:00.000Z,91830.0,0.0,6.14481,1009505.0
ALBA,58.05803,1.079633,2015-02-15T00:00:00.000Z,53027.0,0.0,4.78644375,695723.0
ALBA,58.05803,1.079633,2015-03-15T00:00:00.000Z,83495.0,0.0,5.86229,1026679.0
ALBA,58.05803,1.079633,2015-04-15T00:00:00.000Z,77725.0,0.0,5.64098267,910349.0
ALBA,58.05803,1.079633,2015-05-15T00:00:00.000Z,85601.0,0.0,5.76887613,922753.0
ALBA,58.05803,1.079633,2015-06-15T00:00:00.000Z,88531.0,0.0,6.554464,1021941.0
ALBA,58.05803,1.079633,2015-07-15T00:00:00.000Z,0.0,0.0,6.1630370999999995,1094427.0
ALBA,58.05803,1.079633,2015-08-15T00:00:00.000Z,0.0,0.0,6.126582900000001,1160555.0
ALBA,58.05803,1.079633,2015-09-15T00:00:00.000Z,0.0,0.0,1.518545,276224.0
ALBA,58.05803,1.079633,2015-10-15T00:00:00.000Z,84336.0,0.0,6.71212839,1252343.0
ALBA,58.05803,1.079633,2015-11-15T00:00:00.000Z,71518.0,0.0,6.17423917,1207033.0
ALBA,58.05803,1.079633,2015-12-15T00:00:00.000Z,75004.0,0.0,6.27809565,1283817.0
ALBA,58.05803,1.079633,2016-01-15T00:00:00.000Z,39553.0,0.0,3.36403855,711607.0
ALBA,58.05803,1.079633,2016-02-15T00:00:00.000Z,62433.0,0.0,5.73807862,1121726.0
ALBA,58.05803,1.079633,2016-03-15T00:00:00.000Z,71107.0,0.0,6.01494194,1244528.0
ALBA,58.05803,1.079633,2016-04-15T00:00:00.000Z,76747.0,0.0,6.48854267,1214891.0
ALBA,58.05803,1.079633,2016-05-15T00:00:00.000Z,97264.0,0.0,7.46285694,1300184.0
ALBA,58.05803,1.079633,2016-06-15T00:00:00.000Z,88975.0,0.0,7.12068117,1227955.0
ALBA,58.05803,1.079633,1998-11-15T00:00:00.000Z,330593.0,0.0,17.94826017,483237.0
ALBA,58.05803,1.079633,1998-12-15T00:00:00.000Z,372695.0,0.0,21.59797048,597077.0
ALBA,58.05803,1.079633,1999-01-15T00:00:00.000Z,341873.0,0.0,18.00723242,612997.0
ALBA,58.05803,1.079633,1999-02-15T00:00:00.000Z,310836.0,0.0,16.99786625,563032.0
ALBA,58.05803,1.079633,1999-03-15T00:00:00.000Z,360669.0,0.0,18.25215903,659845.0
ALBA,58.05803,1.079633,1999-04-15T00:00:00.000Z,364567.0,0.0,20.58982217,644115.0
ALBA,58.05803,1.079633,1999-05-15T00:00:00.000Z,380007.0,0.0,20.15005548,619596.0
ALBA,58.05803,1.079633,1999-06-15T00:00:00.000Z,356372.0,0.0,19.264332500000002,503823.0
ALBA,58.05803,1.079633,1999-07-15T00:00:00.000Z,387732.0,0.0,20.41548758,520965.0
ALBA,58.05803,1.079633,1999-08-15T00:00:00.000Z,346256.0,0.0,19.20110726,428337.0
ALBA,58.05803,1.079633,1999-09-15T00:00:00.000Z,311754.0,0.0,17.424421,405815.0
ALBA,58.05803,1.079633,1999-10-15T00:00:00.000Z,379310.0,0.0,19.95525339,398439.0
ALBA,58.05803,1.079633,1999-11-15T00:00:00.000Z,349525.0,0.0,19.58452183,346571.0
ALBA,58.05803,1.079633,1999-12-15T00:00:00.000Z,370413.0,0.0,19.99740355,314344.0
ALBA,58.05803,1.079633,2000-01-15T00:00:00.000Z,384153.0,0.0,22.00921935,379272.0
ALBA,58.05803,1.079633,2000-02-15T00:00:00.000Z,362869.0,0.0,21.43011621,362106.0
ALBA,58.05803,1.079633,2000-03-15T00:00:00.000Z,409054.0,0.0,22.27692984,435572.0
ALBA,58.05803,1.079633,2000-04-15T00:00:00.000Z,415959.0,0.0,22.76522617,390443.0
ALBA,58.05803,1.079633,2000-05-15T00:00:00.000Z,420717.0,0.0,23.25891468,483170.0
ALBA,58.05803,1.079633,2000-06-15T00:00:00.000Z,412544.0,0.0,23.65163267,564259.0
ALBA,58.05803,1.079633,2000-07-15T00:00:00.000Z,394768.0,0.0,22.19035113,600535.0
ALBA,58.05803,1.079633,2000-08-15T00:00:00.000Z,248078.0,0.0,14.27979113,336071.0
ALBA,58.05803,1.079633,2000-09-15T00:00:00.000Z,309423.0,0.0,17.16897583,322338.0
ALBA,58.05803,1.079633,2000-10-15T00:00:00.000Z,372903.0,0.0,20.59775855,615347.0
ALBA,58.05803,1.079633,2000-11-15T00:00:00.000Z,404515.0,0.0,23.894129,628334.0
ALBA,58.05803,1.079633,2000-12-15T00:00:00.000Z,379070.0,0.0,21.11609161,624725.0
ALBA,58.05803,1.079633,2001-01-15T00:00:00.000Z,291814.0,0.0,15.76188194,540763.0
ALBA,58.05803,1.079633,2001-02-15T00:00:00.000Z,347139.0,0.0,20.55711375,522229.0
ALBA,58.05803,1.079633,2001-03-15T00:00:00.000Z,343594.0,0.0,18.41278532,479116.0
ALBA,58.05803,1.079633,2001-04-15T00:00:00.000Z,415017.0,0.0,23.53273883,628352.0
ALBA,58.05803,1.079633,2001-05-15T00:00:00.000Z,394396.0,0.0,20.96685726,650019.0
ALBA,58.05803,1.079633,2001-06-15T00:00:00.000Z,399052.0,0.0,22.57452517,772423.0
ALBA,58.05803,1.079633,2004-04-15T00:00:00.000Z,288058.0,0.0,17.668094500000002,860673.0
ALBA,58.05803,1.079633,2004-05-15T00:00:00.000Z,287974.0,0.0,16.84411581,883465.0
ALBA,58.05803,1.079633,2004-06-15T00:00:00.000Z,300195.0,0.0,17.565681,716159.0
ALBA,58.05803,1.079633,2004-07-15T00:00:00.000Z,307686.0,0.0,17.49117774,860297.0
ALBA,58.05803,1.079633,2004-08-15T00:00:00.000Z,304061.0,0.0,17.01841242,894054.0
ALBA,58.05803,1.079633,2004-09-15T00:00:00.000Z,242847.0,0.0,14.29315767,760255.0
ALBA,58.05803,1.079633,2004-10-15T00:00:00.000Z,313999.0,0.0,17.62788097,723362.0
ALBA,58.05803,1.079633,2004-11-15T00:00:00.000Z,393231.0,0.0,23.45386867,929706.0
ALBA,58.05803,1.079633,2004-12-15T00:00:00.000Z,371590.0,0.0,21.55582032,1052897.0
ALBA,58.05803,1.079633,2005-01-15T00:00:00.000Z,314027.0,0.0,18.17241548,1131010.0
ALBA,58.05803,1.079633,2005-02-15T00:00:00.000Z,270374.0,0.0,16.78976,826451.0
ALBA,58.05803,1.079633,2005-03-15T00:00:00.000Z,312970.0,0.0,18.82745177,1008473.0
ALBA,58.05803,1.079633,2005-04-15T00:00:00.000Z,290359.0,0.0,18.17427617,1129140.0
ALBA,58.05803,1.079633,2005-05-15T00:00:00.000Z,292662.0,0.0,17.42966129,1129140.0
ALBA,58.05803,1.079633,2005-06-15T00:00:00.000Z,276419.0,0.0,16.930011,1136651.0
ALBA,58.05803,1.079633,2005-07-15T00:00:00.000Z,331640.0,0.0,19.25351016,1189596.0
ALBA,58.05803,1.079633,2005-08-15T00:00:00.000Z,174400.0,0.0,9.81415242,600739.0
ALBA,58.05803,1.079633,2005-09-15T00:00:00.000Z,283259.0,0.0,16.975920499999997,1071838.0
ALBA,58.05803,1.079633,2005-10-15T00:00:00.000Z,282022.0,0.0,16.97056629,1224915.0
ALBA,58.05803,1.079633,2005-11-15T00:00:00.000Z,266279.0,0.0,16.56391217,1220973.0
ALBA,58.05803,1.079633,2005-12-15T00:00:00.000Z,266497.0,0.0,16.2984421,1283897.0
ALBA,58.05803,1.079633,2006-01-15T00:00:00.000Z,269013.0,0.0,16.78829532,1412376.0
ALBA,58.05803,1.079633,2006-02-15T00:00:00.000Z,254214.0,0.0,17.76218375,1324275.0
ALBA,58.05803,1.079633,2006-03-15T00:00:00.000Z,321293.0,0.0,19.04845532,1404531.0
ALBA,58.05803,1.079633,2006-04-15T00:00:00.000Z,291136.0,0.0,19.68222667,1421205.0
ALBA,58.05803,1.079633,2006-05-15T00:00:00.000Z,311120.0,0.0,18.57455081,1473516.0
ALBA,58.05803,1.079633,2006-06-15T00:00:00.000Z,263266.0,0.0,16.93589683,1363907.0
ALBA,58.05803,1.079633,2006-07-15T00:00:00.000Z,271436.0,0.0,16.44881565,1278687.0
ALBA,58.05803,1.079633,2006-08-15T00:00:00.000Z,258265.0,0.0,16.20161065,1329749.0
ALBA,58.05803,1.079633,2006-09-15T00:00:00.000Z,163111.0,0.0,10.46265733,834804.0
ALBA,58.05803,1.079633,2006-10-15T00:00:00.000Z,161845.0,0.0,9.95655161,687050.0
ALBA,58.05803,1.079633,2006-11-15T00:00:00.000Z,180057.0,0.0,11.406744999999999,867373.0
ALBA,58.05803,1.079633,2006-12-15T00:00:00.000Z,244447.0,0.0,15.32215323,1262883.0
ALBA,58.05803,1.079633,2007-01-15T00:00:00.000Z,225755.0,0.0,14.10549452,1218884.0
ALBA,58.05803,1.079633,2007-02-15T00:00:00.000Z,219739.0,0.0,15.064370000000002,1223544.0
