FIELDNAME,LAT,LON,PERIODDATE,Oil Production Volumes,Gas Production Volumes,Water Production Volumes
ALBA,58.05803,1.079633,2010-02-01,116140.0,8.64586875,1017416.0
ALBA,58.05803,1.079633,2010-03-01,142044.0,9.88022565,1320977.0
ALBA,58.05803,1.079633,2010-04-01,143316.0,10.20721217,1339108.0
ALBA,58.05803,1.079633,2010-05-01,141909.0,10.05907903,1368209.0
ALBA,58.05803,1.079633,2010-06-01,134940.0,9.704562,1279406.0
ALBA,58.05803,1.079633,2010-07-01,139510.0,9.8004821,1315402.0
ALBA,58.05803,1.079633,2010-08-01,142216.0,9.47011597,1244326.0
ALBA,58.05803,1.079633,2010-09-01,80010.0,5.78224267,731103.0
ALBA,58.05803,1.079633,2010-10-01,149626.0,10.12287387,1234666.0
ALBA,58.05803,1.079633,2010-11-01,153340.0,10.44853133,1257357.0
ALBA,58.05803,1.079633,2010-12-01,152633.0,10.31425839,1452411.0
ALBA,58.05803,1.079633,2011-01-01,149207.0,10.24021081,1407295.0
ALBA,58.05803,1.079633,2011-02-01,116413.0,9.0784775,1128740.0
ALBA,58.05803,1.079633,2011-03-01,140467.0,8.95747887,1333209.0
ALBA,58.05803,1.079633,2011-04-01,143284.0,9.68219583,1349590.0
ALBA,58.05803,1.079633,2011-05-01,128598.0,8.76723355,1271091.0
ALBA,58.05803,1.079633,2011-06-01,135804.0,9.4043845,1249246.0
ALBA,58.05803,1.079633,2011-07-01,134397.0,8.99507226,1240189.0
ALBA,58.05803,1.079633,2011-08-01,151498.0,9.92009742,1265957.0
ALBA,58.05803,1.079633,2011-09-01,137667.0,9.64923517,1222353.0
ALBA,58.05803,1.079633,2011-10-01,62467.0,4.26741903,589241.0
ALBA,58.05803,1.079633,2011-11-01,72056.0,4.72632417,513115.0
ALBA,58.05803,1.079633,2011-12-01,93427.0,6.1972129,699389.0
ALBA,58.05803,1.079633,2012-01-01,94907.0,6.32480258,785521.0
ALBA,58.05803,1.079633,2012-02-01,124020.0,8.94565483,1042819.0
ALBA,58.05803,1.079633,2012-03-01,118393.0,8.60205048,1135567.0
ALBA,58.05803,1.079633,2012-04-01,111660.0,8.23310367,1012838.0
ALBA,58.05803,1.079633,2012-05-01,110672.0,7.98232919,1060143.0
ALBA,58.05803,1.079633,2012-06-01,122887.0,9.0300455,1309678.0
ALBA,58.05803,1.079633,2012-07-01,117770.0,8.18738403,1228107.0
ALBA,58.05803,1.079633,2012-08-01,116216.0,7.71347952,1056788.0
ALBA,58.05803,1.079633,2012-09-01,107427.0,7.846992999999999,1044354.0
ALBA,58.05803,1.079633,2012-10-01,97798.0,6.89895613,968784.0
ALBA,58.05803,1.079633,2012-11-01,98095.0,7.75635117,1002104.0
ALBA,58.05803,1.079633,2012-12-01,96163.0,8.75584161,1040698.0
ALBA,58.05803,1.079633,2013-01-01,89933.0,8.32066968,1066930.0
ALBA,58.05803,1.079633,2013-02-01,90587.0,8.473077499999999,1105091.0
ALBA,58.05803,1.079633,2013-03-01,77779.0,7.06527839,983669.0
ALBA,58.05803,1.079633,2013-04-01,95237.0,10.08007817,1280135.0
ALBA,58.05803,1.079633,2013-05-01,96951.0,0.0,1349925.0
ALBA,58.05803,1.079633,2013-06-01,99543.0,8.35082033,1264397.0
ALBA,58.05803,1.079633,2013-07-01,80192.0,6.87047629,1169995.0
ALBA,58.05803,1.079633,2013-08-01,43112.0,3.09291048,450475.0
ALBA,58.05803,1.079633,2001-07-01,413969.0,22.74627758,826776.0
ALBA,58.05803,1.079633,2001-08-01,400510.0,21.98643548,865181.0
ALBA,58.05803,1.079633,2001-09-01,375232.0,21.13014167,913588.0
ALBA,58.05803,1.079633,2001-10-01,392305.0,22.00352339,848097.0
ALBA,58.05803,1.079633,2001-11-01,413154.0,23.21019517,807852.0
ALBA,58.05803,1.079633,2001-12-01,421138.0,23.26233226,917773.0
ALBA,58.05803,1.079633,2002-01-01,351053.0,20.75952403,858175.0
ALBA,58.05803,1.079633,2002-02-01,312229.0,20.34017875,934711.0
ALBA,58.05803,1.079633,2002-03-01,316552.0,18.07558403,951870.0
ALBA,58.05803,1.079633,2002-04-01,262642.0,16.13424633,780925.0
ALBA,58.05803,1.079633,2002-05-01,283851.0,17.31802032,876665.0
ALBA,58.05803,1.079633,2003-05-01,464180.0,25.98044806,789667.0
ALBA,58.05803,1.079633,2003-06-01,401924.0,23.4244395,799688.0
ALBA,58.05803,1.079633,2003-07-01,293482.0,15.56480145,543272.0
ALBA,58.05803,1.079633,2003-08-01,403649.0,22.66881242,919949.0
ALBA,58.05803,1.079633,2003-09-01,388920.0,23.31731733,1001218.0
ALBA,58.05803,1.079633,2003-10-01,379491.0,21.454432100000002,967938.0
ALBA,58.05803,1.079633,2003-11-01,378564.0,22.50154083,893517.0
ALBA,58.05803,1.079633,2003-12-01,414387.0,23.66332839,955242.0
ALBA,58.05803,1.079633,2004-01-01,369886.0,22.03086403,964938.0
ALBA,58.05803,1.079633,2004-02-01,355178.0,22.66127017,1034243.0
ALBA,58.05803,1.079633,2004-03-01,357059.0,20.16714339,993339.0
ALBA,58.05803,1.079633,2002-06-01,288875.0,17.59157867,900980.0
ALBA,58.05803,1.079633,2002-07-01,72525.0,4.61487306,151326.0
ALBA,58.05803,1.079633,2002-08-01,313713.0,18.17583306,908292.0
ALBA,58.05803,1.079633,2002-09-01,263604.0,15.792867999999999,836096.0
ALBA,58.05803,1.079633,2002-10-01,255923.0,14.52585694,587812.0
ALBA,58.05803,1.079633,2002-11-01,399675.0,23.60572317,763129.0
ALBA,58.05803,1.079633,2002-12-01,429699.0,24.97681855,734101.0
ALBA,58.05803,1.079633,2003-01-01,432490.0,23.748767899999997,850784.0
ALBA,58.05803,1.079633,2003-02-01,376042.0,23.17546875,778756.0
ALBA,58.05803,1.079633,2003-03-01,448243.0,24.16115597,860497.0
ALBA,58.05803,1.079633,2003-04-01,425737.0,24.42503117,812272.0
ALBA,58.05803,1.079633,2014-08-01,83235.0,6.04114339,1083162.0
ALBA,58.05803,1.079633,2014-09-01,79738.0,6.05534533,1057633.0
ALBA,58.05803,1.079633,2014-10-01,65567.0,5.02726113,962033.0
ALBA,58.05803,1.079633,2014-11-01,71765.0,5.50443133,1021972.0
ALBA,58.05803,1.079633,2014-12-01,73914.0,5.63786887,1105642.0
ALBA,58.05803,1.079633,2015-01-01,91830.0,6.14481,1009505.0
ALBA,58.05803,1.079633,2015-02-01,53027.0,4.78644375,695723.0
ALBA,58.05803,1.079633,2015-03-01,83495.0,5.86229,1026679.0
ALBA,58.05803,1.079633,2015-04-01,77725.0,5.64098267,910349.0
ALBA,58.05803,1.079633,2015-05-01,85601.0,5.76887613,922753.0
ALBA,58.05803,1.079633,2015-06-01,88531.0,6.554464,1021941.0
ALBA,58.05803,1.079633,2015-07-01,0.0,6.1630370999999995,1094427.0
ALBA,58.05803,1.079633,2015-08-01,0.0,6.126582900000001,1160555.0
ALBA,58.05803,1.079633,2015-09-01,0.0,1.518545,276224.0
ALBA,58.05803,1.079633,2015-10-01,84336.0,6.71212839,1252343.0
ALBA,58.05803,1.079633,2015-11-01,71518.0,6.17423917,1207033.0
ALBA,58.05803,1.079633,2015-12-01,75004.0,6.27809565,1283817.0
ALBA,58.05803,1.079633,2016-01-01,39553.0,3.36403855,711607.0
ALBA,58.05803,1.079633,2016-02-01,62433.0,5.73807862,1121726.0
ALBA,58.05803,1.079633,2016-03-01,71107.0,6.01494194,1244528.0
ALBA,58.05803,1.079633,2016-04-01,76747.0,6.48854267,1214891.0
ALBA,58.05803,1.079633,2016-05-01,97264.0,7.46285694,1300184.0
ALBA,58.05803,1.079633,2016-06-01,88975.0,7.12068117,1227955.0
ALBA,58.05803,1.079633,1998-11-01,330593.0,17.94826017,483237.0
ALBA,58.05803,1.079633,1998-12-01,372695.0,21.59797048,597077.0
ALBA,58.05803,1.079633,1999-01-01,341873.0,18.00723242,612997.0
ALBA,58.05803,1.079633,1999-02-01,310836.0,16.99786625,563032.0
ALBA,58.05803,1.079633,1999-03-01,360669.0,18.25215903,659845.0
ALBA,58.05803,1.079633,1999-04-01,364567.0,20.58982217,644115.0
ALBA,58.05803,1.079633,1999-05-01,380007.0,20.15005548,619596.0
ALBA,58.05803,1.079633,1999-06-01,356372.0,19.264332500000002,503823.0
ALBA,58.05803,1.079633,1999-07-01,387732.0,20.41548758,520965.0
ALBA,58.05803,1.079633,1999-08-01,346256.0,19.20110726,428337.0
ALBA,58.05803,1.079633,1999-09-01,311754.0,17.424421,405815.0
ALBA,58.05803,1.079633,1999-10-01,379310.0,19.95525339,398439.0
ALBA,58.05803,1.079633,1999-11-01,349525.0,19.58452183,346571.0
ALBA,58.05803,1.079633,1999-12-01,370413.0,19.99740355,314344.0
ALBA,58.05803,1.079633,2000-01-01,384153.0,22.00921935,379272.0
ALBA,58.05803,1.079633,2000-02-01,362869.0,21.43011621,362106.0
ALBA,58.05803,1.079633,2000-03-01,409054.0,22.27692984,435572.0
ALBA,58.05803,1.079633,2000-04-01,415959.0,22.76522617,390443.0
ALBA,58.05803,1.079633,2000-05-01,420717.0,23.25891468,483170.0
ALBA,58.05803,1.079633,2000-06-01,412544.0,23.65163267,564259.0
ALBA,58.05803,1.079633,2000-07-01,394768.0,22.19035113,600535.0
ALBA,58.05803,1.079633,2000-08-01,248078.0,14.27979113,336071.0
ALBA,58.05803,1.079633,2000-09-01,309423.0,17.16897583,322338.0
ALBA,58.05803,1.079633,2000-10-01,372903.0,20.59775855,615347.0
ALBA,58.05803,1.079633,2000-11-01,404515.0,23.894129,628334.0
ALBA,58.05803,1.079633,2000-12-01,379070.0,21.11609161,624725.0
ALBA,58.05803,1.079633,2001-01-01,291814.0,15.76188194,540763.0
ALBA,58.05803,1.079633,2001-02-01,347139.0,20.55711375,522229.0
ALBA,58.05803,1.079633,2001-03-01,343594.0,18.41278532,479116.0
ALBA,58.05803,1.079633,2001-04-01,415017.0,23.53273883,628352.0
ALBA,58.05803,1.079633,2001-05-01,394396.0,20.96685726,650019.0
ALBA,58.05803,1.079633,2001-06-01,399052.0,22.57452517,772423.0
ALBA,58.05803,1.079633,2004-04-01,288058.0,17.668094500000002,860673.0
ALBA,58.05803,1.079633,2004-05-01,287974.0,16.84411581,883465.0
ALBA,58.05803,1.079633,2004-06-01,300195.0,17.565681,716159.0
ALBA,58.05803,1.079633,2004-07-01,307686.0,17.49117774,860297.0
ALBA,58.05803,1.079633,2004-08-01,304061.0,17.01841242,894054.0
ALBA,58.05803,1.079633,2004-09-01,242847.0,14.29315767,760255.0
ALBA,58.05803,1.079633,2004-10-01,313999.0,17.62788097,723362.0
ALBA,58.05803,1.079633,2004-11-01,393231.0,23.45386867,929706.0
ALBA,58.05803,1.079633,2004-12-01,371590.0,21.55582032,1052897.0
ALBA,58.05803,1.079633,2005-01-01,314027.0,18.17241548,1131010.0
ALBA,58.05803,1.079633,2005-02-01,270374.0,16.78976,826451.0
ALBA,58.05803,1.079633,2005-03-01,312970.0,18.82745177,1008473.0
ALBA,58.05803,1.079633,2005-04-01,290359.0,18.17427617,1129140.0
ALBA,58.05803,1.079633,2005-05-01,292662.0,17.42966129,1129140.0
ALBA,58.05803,1.079633,2005-06-01,276419.0,16.930011,1136651.0
ALBA,58.05803,1.079633,2005-07-01,331640.0,19.25351016,1189596.0
ALBA,58.05803,1.079633,2005-08-01,174400.0,9.81415242,600739.0
ALBA,58.05803,1.079633,2005-09-01,283259.0,16.975920499999997,1071838.0
ALBA,58.05803,1.079633,2005-10-01,282022.0,16.97056629,1224915.0
ALBA,58.05803,1.079633,2005-11-01,266279.0,16.56391217,1220973.0
ALBA,58.05803,1.079633,2005-12-01,266497.0,16.2984421,1283897.0
ALBA,58.05803,1.079633,2006-01-01,269013.0,16.78829532,1412376.0
ALBA,58.05803,1.079633,2006-02-01,254214.0,17.76218375,1324275.0
ALBA,58.05803,1.079633,2006-03-01,321293.0,19.04845532,1404531.0
ALBA,58.05803,1.079633,2006-04-01,291136.0,19.68222667,1421205.0
ALBA,58.05803,1.079633,2006-05-01,311120.0,18.57455081,1473516.0
ALBA,58.05803,1.079633,2006-06-01,263266.0,16.93589683,1363907.0
ALBA,58.05803,1.079633,2006-07-01,271436.0,16.44881565,1278687.0
ALBA,58.05803,1.079633,2006-08-01,258265.0,16.20161065,1329749.0
ALBA,58.05803,1.079633,2006-09-01,163111.0,10.46265733,834804.0
ALBA,58.05803,1.079633,2006-10-01,161845.0,9.95655161,687050.0
ALBA,58.05803,1.079633,2006-11-01,180057.0,11.406744999999999,867373.0
ALBA,58.05803,1.079633,2006-12-01,244447.0,15.32215323,1262883.0
ALBA,58.05803,1.079633,2007-01-01,225755.0,14.10549452,1218884.0
ALBA,58.05803,1.079633,2007-02-01,219739.0,15.064370000000002,1223544.0
ALBA,58.05803,1.079633,2007-03-01,241813.0,14.84597032,1374177.0
ALBA,58.05803,1.079633,2007-04-01,189674.0,11.81169033,964621.0
ALBA,58.05803,1.079633,2007-05-01,231169.0,14.35839548,1244785.0
ALBA,58.05803,1.079633,2007-06-01,206137.0,13.18779817,1173355.0
ALBA,58.05803,1.079633,2007-07-01,233416.0,14.15903661,1419826.0
ALBA,58.05803,1.079633,2007-08-01,213854.0,13.37071468,1330094.0
ALBA,58.05803,1.079633,2016-07-01,77658.0,6.30087952,1167422.0
ALBA,58.05803,1.079633,2016-08-01,71269.0,5.76090177,1075131.0
ALBA,58.05803,1.079633,2016-09-01,65808.0,5.572707,1036246.0
ALBA,58.05803,1.079633,2016-10-01,76338.0,6.32252419,1326615.0
ALBA,58.05803,1.079633,2016-11-01,68709.0,5.86229,1092259.0
ALBA,58.05803,1.079633,2016-12-01,69942.0,5.88849145,1187812.0
ALBA,58.05803,1.079633,2017-01-01,73347.0,6.24505903,1236193.0
ALBA,58.05803,1.079633,2017-02-01,62501.0,5.91904625,1068257.0
ALBA,58.05803,1.079633,2017-03-01,81914.0,6.68137016,1263890.0
ALBA,58.05803,1.079633,2017-04-01,74501.0,6.44969617,1132905.0
ALBA,58.05803,1.079633,2017-05-01,75556.0,6.36695274,1263447.0
ALBA,58.05803,1.079633,2017-06-01,68477.0,5.96588067,1158119.0
ALBA,58.05803,1.079633,2017-07-01,39044.0,3.44947806,718315.0
ALBA,58.05803,1.079633,2017-08-01,39460.0,3.31847081,645167.0
ALBA,58.05803,1.079633,2017-09-01,63201.0,5.69748667,1126023.0
ALBA,58.05803,1.079633,2017-10-01,58509.0,5.23003758,1117406.0
ALBA,58.05803,1.079633,2017-11-01,60119.0,5.58447867,1176337.0
ALBA,58.05803,1.079633,2017-12-01,56790.0,4.86093887,1076061.0
ALBA,58.05803,1.079633,2018-01-01,56057.0,4.72651403,1044452.0
ALBA,58.05803,1.079633,2018-02-01,50045.0,4.0334775,726718.0
ANDREW,58.05,1.15,1999-05-01,358458.0,72.70561065,83101.0
ANDREW,58.05,1.15,1999-06-01,245444.0,47.32445433,64828.0
ANDREW,58.05,1.15,1999-07-01,261062.0,43.95464387,77249.0
ANDREW,58.05,1.15,1999-08-01,380745.0,83.18391290000001,121375.0
ANDREW,58.05,1.15,1999-09-01,378353.0,88.85489433,124685.0
ANDREW,58.05,1.15,1999-10-01,360286.0,88.1644671,123612.0
ANDREW,58.05,1.15,1999-11-01,292834.0,72.76420317,112627.0
ANDREW,58.05,1.15,1999-12-01,349545.0,88.74431661,142794.0
ANDREW,58.05,1.15,2000-01-01,311990.0,77.65996339,137257.0
ANDREW,58.05,1.15,1997-09-01,289831.0,49.398621999999996,5009.0
ANDREW,58.05,1.15,1997-10-01,317674.0,54.34750661,5950.0
ANDREW,58.05,1.15,1997-11-01,336672.0,59.02078233,6656.0
ANDREW,58.05,1.15,1997-12-01,352970.0,58.27886355,9237.0
ANDREW,58.05,1.15,1998-01-01,314156.0,50.95612742,7199.0
ANDREW,58.05,1.15,1998-02-01,277825.0,51.9559325,11198.0
ANDREW,58.05,1.15,1998-03-01,323423.0,52.89731323,17464.0
ANDREW,58.05,1.15,1998-04-01,330017.0,57.87539917,19490.0
ANDREW,58.05,1.15,1998-05-01,346622.0,59.64931339,23153.0
ANDREW,58.05,1.15,1998-06-01,337400.0,62.11790783,28544.0
ANDREW,58.05,1.15,1998-07-01,357391.0,67.49380016,31370.0
ANDREW,58.05,1.15,1998-08-01,249069.0,42.75962984,29696.0
ANDREW,58.05,1.15,1998-09-01,372015.0,71.91664317,54533.0
ANDREW,58.05,1.15,1998-10-01,366425.0,75.39182903,61454.0
ANDREW,58.05,1.15,1998-11-01,347389.0,65.57053767,59120.0
ANDREW,58.05,1.15,1998-12-01,356594.0,67.57354371,66224.0
ANDREW,58.05,1.15,1999-01-01,383822.0,77.82742484,77923.0
ANDREW,58.05,1.15,1999-02-01,330925.0,75.42275,71191.0
ANDREW,58.05,1.15,1999-03-01,332027.0,61.5016421,81802.0
ANDREW,58.05,1.15,1999-04-01,369374.0,71.08791783,81182.0
ANDREW,58.05,1.15,2003-11-01,123494.0,87.15742,436938.0
ANDREW,58.05,1.15,2003-12-01,128699.0,94.36281919,470862.0
ANDREW,58.05,1.15,2004-01-01,118701.0,84.77194871,448168.0
ANDREW,58.05,1.15,2004-02-01,111766.0,92.56426828,417398.0
ANDREW,58.05,1.15,2004-03-01,111347.0,86.10366597,440684.0
ANDREW,58.05,1.15,2004-04-01,125435.0,89.50704467,408716.0
ANDREW,58.05,1.15,2004-05-01,66944.0,24.73417032,213753.0
ANDREW,58.05,1.15,2004-06-01,133551.0,66.24858567,510955.0
ANDREW,58.05,1.15,2004-07-01,135510.0,78.10538806,475578.0
ANDREW,58.05,1.15,2005-05-01,99671.0,59.22667258,394886.0
ANDREW,58.05,1.15,2005-06-01,70556.0,48.99838533,307396.0
ANDREW,58.05,1.15,2005-07-01,119955.0,49.57086806,530614.0
ANDREW,58.05,1.15,2005-08-01,107780.0,44.71790355,445045.0
ANDREW,58.05,1.15,2005-09-01,11671.0,7.2854845,55957.0
ANDREW,58.05,1.15,2005-10-01,62495.0,47.74474081,436429.0
ANDREW,58.05,1.15,2005-11-01,64836.0,49.74353183,398029.0
ANDREW,58.05,1.15,2005-12-01,80921.0,54.27687661,454665.0
ANDREW,58.05,1.15,2006-01-01,58187.0,41.85511016,330891.0
ANDREW,58.05,1.15,2004-08-01,28766.0,17.287262100000003,115379.0
ANDREW,58.05,1.15,2004-09-01,35364.0,3.87994133,15960.0
ANDREW,58.05,1.15,2004-10-01,30060.0,4.74474113,22877.0
ANDREW,58.05,1.15,2004-11-01,66487.0,19.832904,385147.0
ANDREW,58.05,1.15,2004-12-01,104378.0,45.326232899999994,502428.0
ANDREW,58.05,1.15,2005-01-01,117448.0,71.09137339,506614.0
ANDREW,58.05,1.15,2005-02-01,100452.0,85.30968875,397387.0
ANDREW,58.05,1.15,2005-03-01,105772.0,85.34610226,452801.0
ANDREW,58.05,1.15,2005-04-01,107142.0,78.83838317,379882.0
ANDREW,58.05,1.15,2000-02-01,219722.0,52.03604362,110650.0
ANDREW,58.05,1.15,2000-03-01,340871.0,87.60854065,168168.0
ANDREW,58.05,1.15,2000-04-01,313771.0,87.75542067,167805.0
ANDREW,58.05,1.15,2000-05-01,149730.0,41.41765984,84609.0
ANDREW,58.05,1.15,2000-06-01,294895.0,80.71478683,224947.0
ANDREW,58.05,1.15,2000-07-01,341254.0,100.14422645,240395.0
ANDREW,58.05,1.15,2000-08-01,298638.0,92.76680903,211840.0
ANDREW,58.05,1.15,2000-09-01,231837.0,79.48111617,163278.0
ANDREW,58.05,1.15,2000-10-01,101580.0,25.63185484,92201.0
ANDREW,58.05,1.15,2000-11-01,206099.0,49.39038183,214919.0
ANDREW,58.05,1.15,2000-12-01,304434.0,94.22383758,714441.0
ANDREW,58.05,1.15,2001-01-01,250865.0,84.47917597,240315.0
ANDREW,58.05,1.15,2001-02-01,119854.0,44.1815875,96646.0
ANDREW,58.05,1.15,2001-03-01,196053.0,69.89294177,190796.0
ANDREW,58.05,1.15,2001-04-01,224684.0,82.60296217,257276.0
ANDREW,58.05,1.15,2001-05-01,201933.0,74.14213371,235816.0
ANDREW,58.05,1.15,2001-06-01,191636.0,64.98666300000001,278218.0
